attendance,study_hours,previous_marks,assignment_score,internal_marks,final_score
89.14,2.08,52.71,88.28,57.83,63.86
72.45,7.33,75.84,50.43,45.51,65.74
82.61,6.8,64.93,69.57,79.34,79.15
58.86,4.37,60.5,81.28,86.73,71.57
68.27,9.56,63.24,79.12,48.29,75.39
89.3,1.2,71.36,76.07,36.19,54.97
67.56,3.73,72.9,95.49,46.47,63.27
61.47,9.29,48.78,53.71,36.76,67.0
69.65,3.89,39.15,69.62,50.96,57.64
89.69,3.27,40.18,93.04,64.98,66.39
60.11,5.81,71.56,44.67,93.29,75.22
50.43,8.41,86.74,43.35,55.96,69.72
82.72,1.93,56.62,54.0,44.3,47.3
89.56,9.49,41.02,77.98,40.84,79.12
46.04,8.16,79.18,55.59,41.25,67.01
54.39,2.63,84.11,51.41,42.52,53.42
48.52,7.41,87.24,67.53,79.55,76.75
60.88,4.46,69.44,76.82,33.97,56.74
67.02,4.62,85.95,54.91,94.83,81.53
84.93,8.05,31.0,58.04,63.97,72.87
79.07,9.67,36.97,76.81,65.38,79.91
77.26,2.14,36.02,96.74,53.24,57.23
61.14,4.79,76.32,80.48,74.87,77.99
90.49,5.33,34.52,86.97,60.64,70.29
68.28,4.39,62.26,62.01,51.39,62.8
98.75,4.27,60.73,56.34,47.23,63.96
78.05,1.47,50.2,67.26,90.17,62.91
47.58,7.17,86.58,88.43,48.91,72.34
80.57,4.93,41.08,67.38,58.37,62.59
59.51,2.75,52.91,90.8,52.77,61.66
81.18,8.34,80.32,99.33,35.6,76.88
44.18,8.22,31.98,44.32,42.09,54.71
50.49,5.38,73.74,42.72,42.32,56.66
91.34,3.69,83.07,48.98,75.09,73.45
53.63,6.74,90.6,63.06,56.43,73.9
90.22,3.59,86.96,47.86,80.83,71.7
56.76,3.12,50.76,92.24,76.08,70.63
78.57,7.57,68.11,41.39,42.48,63.03
81.65,1.36,35.02,58.95,66.59,56.6
70.76,1.85,46.76,51.08,78.29,57.19
58.32,1.06,36.12,95.89,71.15,59.47
52.76,2.38,50.49,80.17,69.0,61.15
41.99,1.62,86.89,94.72,78.07,70.49
58.24,9.96,52.57,98.34,33.69,75.27
79.19,3.6,66.52,69.83,77.54,72.19
96.3,2.34,58.17,54.06,47.72,58.62
92.27,3.17,59.83,51.62,67.17,65.14
85.96,9.43,93.02,53.38,45.75,76.95
87.31,5.68,49.25,82.52,84.52,79.55
79.9,4.28,70.78,42.43,61.24,62.57
55.62,8.86,57.3,43.08,71.79,69.89
94.43,4.55,33.97,76.49,81.62,71.54
80.24,4.02,61.81,78.52,88.2,76.98
73.63,2.87,82.87,79.92,77.58,74.55
46.66,4.4,36.42,62.31,39.67,51.76
66.82,3.85,34.52,88.36,85.54,72.5
67.62,7.1,39.99,72.02,70.21,72.03
91.87,3.61,79.69,46.33,69.61,69.93
72.8,6.19,77.06,87.83,89.89,86.53
62.82,1.59,66.73,97.18,46.17,61.57
98.61,2.72,60.43,43.6,45.57,57.04
46.64,4.67,87.74,63.48,63.36,67.81
65.35,9.43,79.84,69.25,78.81,91.14
42.52,4.4,82.78,48.79,59.07,60.32
84.39,6.98,82.86,92.06,71.2,89.36
95.08,3.3,71.78,57.05,59.41,63.39
56.8,2.14,59.77,86.98,69.68,65.75
91.5,1.53,86.2,80.26,83.45,78.75
57.53,3.75,90.19,75.88,41.73,59.92
94.65,2.42,31.55,51.53,75.2,59.7
85.24,2.57,33.35,53.24,81.18,62.31
88.29,7.85,92.32,42.84,59.06,78.12
41.08,1.14,48.02,54.44,51.01,45.56
97.77,6.02,86.77,60.73,30.88,68.75
83.6,4.42,55.27,89.99,81.81,75.0
58.29,5.56,37.74,61.98,51.32,62.72
89.76,6.07,35.23,85.28,53.23,67.7
56.89,3.82,40.17,66.37,51.84,55.81
92.37,3.66,46.24,87.09,62.42,67.1
46.75,7.6,61.75,98.58,75.66,76.22
82.22,8.84,75.6,54.39,80.17,82.63
72.44,2.73,94.12,91.74,55.52,68.62
45.79,1.88,58.7,77.31,73.1,62.88
54.51,9.08,63.68,89.04,76.84,83.26
40.74,4.15,63.92,79.1,49.3,58.85
68.13,5.96,65.06,65.44,36.28,59.97
58.08,4.24,63.65,53.68,88.15,69.41
75.9,2.13,30.57,44.2,74.01,52.43
57.83,6.3,30.11,72.13,72.13,68.5
58.0,5.73,36.35,99.42,33.83,60.93
84.59,2.83,36.6,84.28,83.16,67.74
42.89,5.07,75.82,59.64,66.79,67.94
94.17,8.17,43.32,89.63,85.11,86.69
91.14,6.31,88.16,86.14,93.35,92.35
80.07,1.87,90.36,56.9,92.21,70.88
75.59,5.93,93.43,40.86,85.65,78.57
93.54,7.32,91.04,47.09,30.71,69.81
51.12,8.13,47.67,92.64,87.57,84.99
44.74,6.66,63.14,90.19,34.88,62.99
54.37,2.37,41.4,57.71,85.33,64.06
87.67,7.39,82.4,57.11,48.21,75.1
42.08,7.1,87.75,87.57,69.65,76.98
74.97,1.22,85.33,96.26,32.47,58.66
99.73,4.71,58.17,86.75,80.13,82.6
91.34,4.0,79.31,76.33,37.26,68.49
71.29,7.02,36.34,54.56,56.69,63.47
43.82,2.95,32.62,71.54,83.13,60.02
89.88,6.32,78.96,54.01,75.2,76.11
75.94,9.22,57.65,88.48,30.39,75.43
46.9,8.18,94.71,63.22,56.2,73.96
45.63,9.29,36.32,90.02,32.73,66.85
94.58,9.81,85.62,62.9,73.78,93.25
80.15,1.1,61.2,89.45,92.98,72.89
89.76,6.6,83.76,60.0,72.59,82.43
92.74,4.72,83.11,66.41,44.58,72.68
74.31,8.74,89.54,76.93,53.09,82.75
71.05,3.27,49.36,44.22,93.48,65.24
65.83,9.83,91.74,96.89,44.56,85.41
59.02,6.52,39.86,74.42,66.5,66.47
66.08,8.14,35.33,70.47,56.03,66.7
86.43,1.77,58.06,90.36,79.94,71.94
76.12,2.65,83.84,91.95,86.38,78.79
93.55,7.83,60.77,71.34,52.15,76.33
66.6,1.2,83.9,95.64,72.93,67.8
76.43,8.35,77.43,43.88,65.69,76.12
77.88,1.13,43.61,46.79,48.1,49.08
75.5,6.91,91.68,75.81,47.68,74.16
82.16,4.29,33.95,61.24,65.01,61.62
54.25,6.5,88.39,67.85,40.01,63.93
70.74,7.26,49.79,59.68,82.7,72.85
46.25,4.08,62.51,64.28,34.49,54.46
63.07,1.97,57.45,89.36,36.15,53.97
69.26,1.63,41.17,75.61,52.24,57.14
79.13,6.3,53.28,99.84,37.68,70.41
97.03,5.69,42.54,87.21,60.92,74.07
76.04,7.68,43.25,56.42,55.98,65.18
84.62,5.59,42.16,55.86,76.92,68.58
70.38,4.8,61.79,60.15,91.95,73.06
78.05,4.58,81.87,90.6,78.98,79.21
44.26,1.24,66.98,41.64,41.66,45.29
55.26,4.02,88.06,53.81,90.81,75.69
61.71,9.78,71.38,94.3,55.49,84.29
68.35,8.86,74.81,78.39,60.82,79.63
42.74,3.96,73.39,53.61,57.4,59.59
48.4,6.29,59.21,53.15,48.24,56.1
56.61,8.63,74.81,91.76,88.18,92.48
98.29,4.97,34.53,93.63,51.6,65.68
59.88,1.16,85.89,55.37,67.61,58.18
68.92,1.67,80.56,65.23,45.6,57.58
51.77,5.59,45.94,90.08,81.83,73.9
76.65,9.72,79.92,86.26,80.32,92.98
56.84,7.24,30.82,88.83,49.26,63.11
52.42,1.64,44.12,71.1,74.3,59.56
70.99,2.7,34.23,94.69,75.75,62.54
40.33,7.94,80.71,59.56,66.56,70.95
40.46,8.57,79.13,49.4,69.04,73.7
53.14,6.56,82.89,82.52,67.34,75.13
42.2,6.8,30.29,72.36,35.32,56.9
46.48,1.26,62.58,91.28,73.57,60.61
60.33,8.46,75.81,44.87,60.54,75.61
88.16,8.09,40.1,90.62,58.5,79.21
74.32,3.33,72.24,57.6,85.9,73.68
70.76,7.38,35.47,79.29,31.51,65.24
57.61,2.93,41.79,42.41,46.34,46.87
95.91,1.36,60.93,76.57,37.89,54.63
63.82,2.81,72.48,83.04,32.3,57.19
45.23,2.61,39.48,62.13,47.92,46.87
77.02,4.04,42.04,52.92,94.25,67.5
46.83,4.77,43.29,72.26,47.56,56.63
60.71,5.58,45.52,89.99,73.14,71.48
70.44,5.29,44.73,59.41,37.69,54.42
92.45,3.44,55.68,55.15,69.12,64.88
69.61,1.26,72.5,56.74,93.99,68.73
82.14,6.45,58.47,96.95,48.97,76.13
99.57,4.56,80.44,61.56,85.12,77.07
47.89,3.69,76.75,40.22,94.84,67.65
56.48,8.8,38.22,86.9,68.26,75.69
63.67,7.72,33.17,81.96,50.11,64.54
65.31,8.72,87.07,47.71,73.78,80.45
64.66,5.45,35.19,99.09,84.92,75.95
94.46,2.18,39.64,76.48,41.14,56.22
82.84,7.27,31.44,70.05,59.41,68.88
76.47,2.85,70.84,62.93,50.75,58.81
58.56,4.97,67.85,93.92,48.42,72.11
89.43,1.59,94.15,54.64,85.95,74.59
97.3,8.43,87.65,57.15,57.41,82.96
89.27,2.13,56.7,47.34,52.04,57.15
40.09,9.13,54.15,85.55,69.23,78.04
78.18,8.78,49.3,75.73,44.26,74.53
43.07,5.18,39.91,76.54,44.94,56.3
55.46,7.7,38.98,53.11,63.82,65.14
43.57,6.58,38.6,79.07,56.6,64.77
76.23,8.23,37.42,85.93,49.17,74.58
81.2,4.89,45.63,61.47,33.51,58.9
46.87,8.07,49.93,88.08,63.85,75.15
63.03,5.16,92.5,60.93,83.08,79.0
67.37,9.47,67.6,85.49,85.34,91.39
62.14,5.38,94.19,42.02,45.3,65.57
47.26,5.16,54.21,73.07,68.98,68.74
65.14,8.07,59.75,98.17,85.63,86.75
85.07,8.39,51.1,98.87,56.57,83.34
44.26,5.99,41.89,56.91,90.59,69.24
44.81,2.62,39.31,66.48,88.69,62.34
61.29,5.21,91.43,43.78,43.53,65.08
96.5,9.71,94.14,92.4,46.83,91.6
80.11,7.78,32.92,74.11,41.73,67.22
80.72,8.3,39.77,63.11,42.74,65.48
61.72,1.3,57.53,46.77,89.01,63.07
75.62,5.21,42.11,96.81,90.52,80.7
40.61,6.82,53.65,71.81,33.37,58.5
78.17,8.47,38.39,56.98,68.58,74.75
94.8,1.44,59.67,61.01,66.68,67.14
76.75,8.67,47.66,56.24,55.39,68.25
92.42,5.94,52.87,76.11,71.06,74.22
83.44,2.78,36.13,95.8,91.58,78.7
47.23,3.86,57.83,91.4,41.07,59.75
94.15,3.54,93.91,67.62,37.83,67.01
43.99,5.78,51.37,89.59,32.17,58.66
72.04,1.47,86.97,65.39,53.65,63.46
48.53,2.43,84.81,55.14,51.95,62.15
40.7,8.31,91.88,99.0,58.0,81.13
65.32,2.19,81.36,58.23,62.72,61.81
57.7,3.1,72.87,59.42,79.26,65.94
69.16,5.08,85.68,99.38,55.49,78.2
74.63,5.65,34.92,48.04,51.49,59.8
42.62,7.87,60.08,85.63,83.75,83.58
47.38,5.03,94.3,96.15,85.24,84.88
73.52,8.11,80.02,70.71,45.13,80.03
60.59,6.57,92.53,40.15,50.45,66.03
83.75,2.02,80.68,62.5,83.63,69.67
79.14,2.41,86.87,46.69,35.16,58.09
90.74,4.93,75.92,64.97,51.18,69.71
81.55,4.57,79.43,87.4,59.14,72.01
65.8,7.69,64.01,66.32,42.16,67.18
80.38,6.23,90.08,65.92,41.69,71.85
56.52,4.49,83.63,73.41,57.62,67.1
58.38,2.54,84.85,74.9,79.04,68.74
87.34,3.04,73.75,91.38,84.62,78.7
66.79,6.18,49.8,58.5,93.65,73.09
87.9,4.81,32.32,89.3,34.81,61.25
89.35,5.63,90.82,73.96,44.08,69.77
91.45,2.54,68.1,58.03,79.18,69.23
95.0,6.97,49.38,57.71,65.14,73.67
65.86,8.67,39.69,61.67,51.3,67.03
59.13,3.32,83.92,77.36,43.36,64.62
74.93,5.42,84.37,53.85,48.23,64.16
62.27,9.78,82.94,95.22,57.9,85.39
76.06,4.0,71.93,74.49,41.51,62.49
82.34,6.36,53.79,95.2,92.67,87.28
81.3,1.81,49.76,42.78,36.99,46.76
62.47,6.45,30.56,60.56,94.06,76.22
50.01,1.81,84.18,41.37,84.72,60.94
65.83,9.63,35.68,56.34,57.5,66.81
48.56,7.44,71.0,91.72,78.09,85.43
93.41,8.09,62.76,42.2,73.65,74.46
60.75,7.34,64.23,66.17,43.86,68.07
49.27,6.31,90.24,47.05,52.04,64.28
41.53,5.05,32.05,65.01,63.35,53.13
78.75,8.73,80.27,90.33,71.46,88.45
78.21,9.61,33.38,77.38,65.29,79.29
60.44,5.49,32.48,84.21,60.74,61.91
44.3,9.38,57.94,60.95,58.8,72.67
64.58,6.25,34.1,96.66,62.39,71.71
58.67,5.85,81.29,82.56,58.23,71.12
80.63,5.09,64.42,65.31,65.19,69.87
76.35,2.88,31.89,65.59,87.72,67.62
61.88,1.03,32.63,95.12,71.13,60.05
53.07,3.17,69.82,74.58,76.97,67.33
99.28,5.59,82.4,82.38,68.84,83.31
67.24,4.42,58.46,65.02,71.8,66.0
81.3,5.04,66.05,53.42,67.59,71.19
48.43,9.83,81.99,83.41,31.75,76.67
69.14,4.15,69.68,76.47,94.97,78.71
41.65,5.07,44.61,70.08,32.18,51.98
70.33,2.2,69.85,77.44,55.68,60.21
97.84,1.43,70.84,52.5,36.83,51.26
63.05,7.98,77.72,87.64,36.3,72.62
42.34,6.14,70.36,96.89,81.58,79.45
41.86,7.85,93.0,93.47,57.69,82.63
63.28,2.35,42.82,59.29,82.07,62.25
49.6,6.15,91.82,64.36,47.73,68.74
41.4,3.28,64.99,88.5,46.67,61.49
85.37,3.05,73.68,75.71,46.33,62.32
67.51,1.1,36.47,72.87,70.05,57.91
57.35,2.17,54.74,95.6,82.97,67.41
94.0,3.78,80.01,72.16,59.4,74.28
46.97,2.05,75.95,70.9,54.65,57.91
97.36,9.87,32.61,42.52,93.28,78.29
58.84,3.78,65.53,44.17,37.59,52.95
93.3,2.17,35.74,40.45,61.63,54.77
76.18,2.79,94.73,94.79,56.55,72.36
89.6,6.29,88.32,64.5,36.38,69.9
99.04,1.58,31.37,68.11,47.43,52.61
57.3,8.76,85.81,90.72,31.85,71.51
97.67,9.65,89.76,76.55,87.0,93.41
63.37,3.22,52.98,76.57,69.51,66.92
63.13,5.05,76.77,57.79,82.98,72.25
60.42,1.2,58.74,90.03,63.9,64.7
72.48,6.77,72.59,49.95,68.97,75.74
49.25,4.73,52.12,43.19,75.56,64.08
73.22,3.43,50.97,51.5,89.02,65.46
72.5,2.86,57.59,56.06,35.96,48.33
85.71,6.89,39.46,56.94,51.51,62.64
90.02,4.75,84.02,80.23,76.09,80.16
66.43,2.62,52.67,53.07,92.29,60.6
58.14,7.2,56.01,80.6,93.75,81.22
55.56,6.09,88.11,45.47,71.48,71.32
51.68,8.73,62.28,48.83,42.58,61.98
43.46,2.06,65.38,70.53,37.75,48.1
60.55,8.07,92.17,95.31,91.49,93.76
56.21,7.06,87.64,91.57,58.21,80.1
97.99,2.04,41.02,98.13,42.66,58.64
73.46,7.25,60.76,79.03,90.7,84.9
60.84,4.97,93.13,80.55,36.79,67.6
74.83,9.5,54.2,77.5,77.42,84.63
48.35,2.27,54.15,77.37,70.64,59.12
66.64,6.79,42.68,48.83,35.7,53.32
77.57,4.44,37.43,72.62,52.02,63.74
69.33,9.61,78.12,63.16,39.75,75.87
64.11,3.97,80.05,66.55,69.29,71.66
99.63,9.66,92.99,71.42,61.01,90.11
92.82,9.11,80.27,47.7,30.28,71.05
77.4,3.43,45.82,61.57,93.42,70.67
74.16,8.23,32.61,43.81,52.72,59.13
77.24,9.96,94.05,98.78,46.78,86.86
52.08,3.27,52.13,47.11,44.46,47.58
63.71,4.93,50.28,55.51,40.32,54.23
42.37,5.68,88.89,93.48,94.94,83.75
68.53,3.65,68.03,68.96,49.18,62.22
72.58,1.14,43.97,48.14,56.36,49.23
53.66,2.98,87.79,63.05,86.64,74.44
97.84,3.54,94.57,46.95,71.72,78.29
94.57,4.99,35.63,52.01,53.97,57.85
83.33,2.54,86.05,43.12,88.39,71.5
72.0,8.86,55.38,66.29,78.73,81.19
92.2,7.34,64.06,88.4,44.81,76.09
47.84,1.77,89.46,75.16,71.84,63.91
87.43,6.85,93.27,76.38,89.96,89.32
47.49,6.88,47.04,52.04,62.27,63.3
87.65,9.61,43.84,60.63,77.68,79.48
56.55,1.03,35.23,90.71,93.12,64.5
92.63,3.23,66.52,45.27,74.88,66.3
96.64,9.35,30.88,91.48,36.66,73.62
48.93,9.39,56.77,69.02,45.9,67.84
67.76,7.49,34.77,90.23,68.68,74.81
98.86,7.89,56.34,59.08,47.91,70.25
69.0,1.82,32.6,60.33,92.24,61.48
91.81,5.62,84.29,85.1,56.35,81.28
75.32,3.08,43.63,87.1,59.72,63.58
62.52,2.63,51.34,53.78,75.6,60.3
57.15,8.29,86.55,98.37,64.08,87.14
52.19,2.22,78.51,45.07,54.84,51.74
85.71,5.22,44.24,44.11,34.98,57.51
63.19,9.45,34.67,75.73,68.77,73.7
70.68,2.67,76.52,83.36,86.39,76.93
69.54,9.8,55.4,97.65,74.57,89.41
74.64,9.95,79.8,64.3,54.8,79.53
91.93,6.0,58.94,41.52,38.3,62.39
98.84,2.53,52.49,76.17,83.06,72.8
64.46,3.84,59.33,57.38,91.21,73.75
89.65,4.82,78.66,65.98,55.24,71.38
85.87,3.78,88.64,69.31,77.36,76.91
74.41,3.53,33.23,43.87,56.7,51.39
97.36,9.75,64.07,69.16,62.65,80.93
52.03,2.38,32.13,65.58,84.37,57.97
46.56,7.6,60.45,82.75,35.42,64.7
91.24,1.0,87.54,78.74,64.47,69.31
66.35,6.37,53.5,51.11,43.95,57.14
90.82,9.24,90.61,52.37,52.09,80.47
93.59,3.59,70.99,55.06,71.89,70.94
43.75,2.67,90.72,50.74,31.77,52.41
93.01,6.87,79.22,79.43,68.6,79.72
66.9,7.41,36.72,99.67,48.42,71.78
70.63,7.19,45.02,79.13,73.52,74.96
77.6,3.87,55.62,76.4,39.2,59.11
95.58,3.27,41.06,64.6,77.83,62.26
41.15,9.6,62.17,58.75,71.97,78.93
68.61,9.31,60.64,94.66,93.13,92.92
81.26,5.12,92.16,98.14,89.23,86.76
83.36,8.62,58.19,69.81,48.41,74.93
81.55,5.07,81.07,57.41,31.78,62.83
48.07,4.82,91.22,86.21,72.6,78.97
57.96,2.41,87.0,47.95,69.19,61.85
61.52,4.84,43.56,85.94,31.78,56.79
88.27,5.84,62.24,89.14,37.97,68.22
56.73,1.2,52.6,47.49,68.01,53.13
52.64,5.0,55.99,98.61,89.27,76.53
97.45,8.03,53.45,99.13,88.92,90.1
40.53,7.12,83.71,96.2,39.85,71.68
99.87,6.72,59.39,69.76,55.0,71.66
80.61,9.19,64.04,54.76,32.81,71.87
89.71,1.16,93.86,74.92,60.5,72.12
57.68,6.01,33.9,65.2,78.95,66.27
40.86,8.09,61.72,52.36,81.35,70.8
84.27,5.87,80.31,65.42,62.43,75.86
90.05,3.92,39.83,79.83,36.23,57.14
84.43,2.23,69.75,44.25,54.79,59.83
48.57,8.99,45.57,60.01,90.59,76.48
85.21,5.24,86.38,41.07,44.92,65.94
86.14,8.9,51.26,84.97,50.78,77.88
79.51,6.27,51.39,78.44,78.54,75.78
85.97,7.07,68.88,43.76,77.68,76.88
90.76,8.24,41.93,97.88,89.29,90.72
76.82,6.93,48.52,41.36,55.23,63.57
45.32,4.58,57.08,75.4,63.45,63.97
69.26,5.62,52.99,86.58,60.38,68.72
44.66,8.23,64.12,87.27,90.3,86.93
64.45,4.36,68.98,42.06,80.01,68.87
64.43,4.49,66.83,94.38,84.04,77.52
43.96,1.86,72.52,95.11,38.65,56.12
60.93,9.23,50.0,73.68,81.47,84.22
46.66,1.82,38.22,68.92,58.14,48.15
88.49,6.83,79.45,42.69,31.52,65.44
96.86,4.72,85.3,73.72,33.91,67.19
44.34,4.65,46.71,64.56,74.06,66.3
97.31,7.12,56.46,86.37,54.18,77.34
71.35,1.6,62.41,64.23,86.43,68.48
57.97,6.34,64.67,81.01,77.73,75.48
44.61,7.95,72.87,46.08,31.41,57.28
70.04,8.45,32.7,47.98,74.65,69.69
87.67,2.53,76.9,48.38,42.5,57.81
82.43,9.08,34.03,42.73,57.47,66.64
43.01,6.91,60.44,72.48,70.61,73.01
44.37,8.94,83.8,87.64,86.73,88.89
64.17,5.37,59.33,76.62,59.65,63.97
57.72,5.88,39.69,74.5,82.55,72.07
53.94,9.27,94.03,80.84,80.89,88.74
56.86,9.1,87.8,60.38,56.95,77.28
88.21,5.03,80.14,61.72,62.56,76.05
95.75,3.47,56.75,58.86,75.53,72.36
64.31,4.54,41.95,82.73,32.02,54.39
94.37,4.49,91.19,49.7,87.9,81.08
59.29,3.58,64.6,40.78,80.04,61.83
68.59,3.42,85.4,75.77,46.21,64.36
53.56,8.75,52.24,96.54,93.78,86.59
78.43,1.63,51.79,76.56,41.66,50.56
98.74,7.1,94.06,86.98,89.42,95.79
76.21,2.56,63.92,80.37,51.09,62.59
61.47,4.1,39.15,69.85,79.6,63.81
78.87,1.55,44.28,83.1,59.66,61.26
47.38,3.43,61.33,89.45,77.87,68.33
93.32,7.92,32.76,53.48,40.13,61.81
70.19,8.97,60.06,60.17,47.52,72.31
66.96,2.99,57.23,53.42,36.49,47.51
75.15,5.17,80.66,67.13,86.23,81.44
77.49,5.23,53.07,93.1,49.26,67.91
44.31,8.86,93.87,60.71,75.14,84.23
80.96,7.87,41.75,62.47,83.31,80.23
54.52,5.62,68.41,91.62,88.59,82.09
82.84,7.04,35.83,70.92,36.91,60.83
89.35,8.63,77.7,72.13,88.05,88.86
88.24,1.09,94.66,91.65,42.82,63.2
73.15,4.63,83.24,69.43,77.9,78.66
71.21,9.17,66.12,80.89,77.38,85.95
48.57,7.66,61.51,45.14,30.55,55.73
86.52,5.89,84.28,50.72,44.34,67.74
56.28,5.77,90.84,64.26,61.97,74.64
69.8,4.13,94.3,69.69,57.3,72.34
57.06,5.68,55.78,97.94,89.71,81.29
48.03,6.9,94.41,98.24,53.38,80.27
77.77,4.77,40.14,91.07,90.9,77.46
43.26,7.43,46.48,58.94,59.86,64.71
84.92,8.75,35.79,97.84,92.68,89.59
59.06,2.39,47.66,81.36,77.93,64.02
40.01,5.06,79.92,63.58,83.91,74.03
70.67,4.67,85.44,82.1,36.82,67.55
42.81,7.19,80.63,40.99,68.1,67.39
56.57,3.25,71.02,48.77,39.28,53.41
82.42,6.76,63.41,89.78,49.35,75.2
43.76,8.9,76.07,78.73,70.53,82.16
90.36,4.76,55.4,61.85,77.2,71.86
40.23,9.2,84.69,70.04,32.55,71.37
54.81,9.94,74.02,94.31,64.51,85.97
84.45,1.95,75.36,77.89,66.75,69.67
58.98,3.1,64.84,63.89,35.12,51.97
46.11,9.55,87.54,47.22,62.54,75.73
61.61,9.62,46.38,57.62,76.4,78.22
56.22,1.88,54.77,98.7,33.46,53.2
90.56,1.13,80.55,66.24,79.42,74.0
58.8,2.45,62.03,68.31,67.47,62.39
87.34,9.96,87.8,69.92,84.16,94.84
93.51,2.62,52.52,93.05,44.17,64.58
66.03,5.52,54.01,76.24,84.16,74.04
94.6,8.64,87.77,81.62,36.15,82.36
62.64,1.18,60.18,63.36,56.25,55.72
97.84,6.44,63.55,41.75,42.97,67.23
45.36,3.49,51.63,95.86,86.94,70.23
81.22,8.76,47.98,96.95,75.82,83.37
69.63,3.55,72.64,96.95,31.65,61.51
63.26,7.18,37.79,96.62,30.62,62.94
77.96,7.07,87.15,88.91,48.93,82.59
82.23,2.99,80.65,81.08,39.31,68.34
40.26,1.31,42.4,90.67,70.97,57.91
50.02,4.68,75.11,76.03,73.15,71.39
82.78,3.6,69.17,48.06,91.23,71.53
79.98,8.28,41.99,63.47,91.88,83.0
97.96,8.2,47.76,98.28,72.83,90.63
85.66,5.11,56.58,61.07,30.37,61.84
97.05,6.46,75.45,92.07,53.33,82.49
82.15,6.44,71.52,45.59,63.35,73.1
57.88,8.44,64.6,60.05,62.45,75.11
46.32,4.83,79.95,61.06,69.22,67.9
86.91,3.48,79.27,43.1,92.44,72.47
78.65,3.39,70.16,47.15,87.54,69.95
42.89,5.83,81.15,51.59,37.08,59.53
61.6,5.04,51.73,90.27,47.29,61.52
97.41,4.96,87.28,43.8,84.15,78.17
70.02,1.82,69.97,57.92,83.58,64.05
65.96,7.47,83.45,40.61,47.9,69.78
67.46,2.92,65.51,81.74,77.49,69.02
52.53,2.77,44.2,77.22,73.68,61.85
62.12,4.71,65.26,78.7,60.78,66.72
62.19,3.05,54.12,62.46,43.09,56.39
43.14,6.25,75.34,52.5,87.76,70.59
86.05,4.34,60.93,83.22,74.06,75.76
64.99,5.04,84.35,88.67,40.98,66.69
89.33,5.83,74.07,48.32,75.81,74.18
91.02,2.83,74.5,69.21,78.19,73.34
52.72,2.4,44.12,54.92,87.65,60.52
79.44,8.92,93.98,50.09,44.48,76.83
68.34,4.9,84.71,84.06,94.27,84.84
92.81,4.71,81.29,72.29,39.97,67.12
52.94,1.32,51.46,52.97,69.04,52.51
80.67,5.48,64.82,58.6,72.72,72.36
76.47,5.99,38.91,98.0,57.23,71.39
57.72,6.03,65.0,90.92,60.88,73.05
48.2,7.36,39.48,92.8,87.91,79.92
79.1,2.6,65.95,67.6,71.94,66.84
84.32,3.27,72.17,77.43,62.31,69.84
58.94,8.3,55.36,62.61,38.34,63.92
78.69,9.52,62.41,44.66,30.48,64.06
63.71,2.22,86.92,64.06,38.12,57.05
82.79,5.48,37.06,75.64,92.15,78.72
51.95,2.93,81.46,57.23,79.67,67.64
93.41,1.54,41.1,90.88,92.86,70.48
57.24,3.93,32.39,49.07,32.32,46.03
62.07,2.29,42.06,62.03,74.21,57.45
43.49,7.39,79.73,47.49,32.88,61.74
46.69,5.8,56.33,64.29,80.83,69.14
70.95,2.29,86.71,42.38,54.76,59.32
56.06,1.08,64.11,56.35,36.22,45.03
90.13,8.27,31.45,64.04,66.92,72.38
40.88,2.59,76.59,68.69,48.21,52.99
62.75,6.46,37.17,72.62,72.87,70.41
60.24,4.03,81.31,56.5,72.78,69.25
41.16,6.27,40.93,71.38,75.83,67.91
47.46,3.84,52.45,70.54,94.51,70.22
64.82,1.78,79.48,58.97,55.14,56.88
69.57,3.01,92.03,89.81,60.25,74.34
64.26,2.69,54.14,72.74,82.3,68.42
71.86,4.85,83.91,59.94,67.59,70.37
75.71,6.92,42.4,96.84,32.42,67.29
40.6,3.37,82.47,90.71,84.8,76.34
67.85,1.11,72.74,98.96,33.35,56.36
97.81,5.67,42.53,81.53,41.1,65.4
71.14,6.45,49.66,62.69,36.64,61.33
80.65,9.67,38.57,56.85,35.07,62.86
58.71,6.31,54.89,79.8,31.67,58.84
86.44,5.24,43.24,98.85,33.58,62.58
86.38,6.16,71.86,77.6,58.76,72.28
71.28,9.35,94.64,92.9,46.44,87.68
98.56,8.46,30.78,59.75,38.22,61.53
47.53,3.91,65.16,64.42,72.82,65.35
41.02,3.14,67.29,94.38,44.7,61.37
86.21,3.36,89.42,85.41,31.23,65.08
88.43,5.54,62.89,98.88,57.2,75.29
47.21,7.7,65.34,86.49,50.18,72.22
55.93,5.53,60.66,66.91,50.71,62.95
41.05,1.61,47.48,71.86,58.94,53.74
57.6,7.51,33.64,94.03,73.48,69.74
86.39,8.25,56.56,73.1,70.07,78.7
71.08,3.61,33.42,55.32,90.92,65.83
60.89,6.98,65.78,66.14,63.65,72.16
62.3,4.84,49.97,70.98,60.72,65.36
40.08,9.0,64.68,45.8,43.87,64.29
57.99,8.61,38.73,84.63,79.1,78.36
78.79,5.73,90.62,46.56,39.15,64.72
98.45,7.22,88.14,64.3,61.92,86.53
90.82,8.95,42.35,88.28,57.39,82.41
41.42,5.46,52.32,68.05,72.79,66.77
93.91,3.82,69.88,90.52,89.65,82.77
86.99,7.78,36.22,60.51,91.53,80.38
